,Time,Sensor,Signal,Activity
4718,2010-01-19 11:29:13.218001,M003,OFF,Meal_Preparation
4719,2010-01-19 11:29:16.250001,M003,ON,Meal_Preparation
4720,2010-01-19 11:29:16.515001,M015,ON,Meal_Preparation
4721,2010-01-19 11:29:21.125001,M003,OFF,Meal_Preparation
4722,2010-01-19 11:29:21.531001,M015,OFF,Meal_Preparation
4723,2010-01-19 11:30:04.734001,M015,ON,Meal_Preparation
4724,2010-01-19 11:30:08.734001,M015,OFF,Meal_Preparation
4725,2010-01-19 11:34:11.515001,M001,ON,Meal_Preparation
4726,2010-01-19 11:34:15.828001,M001,OFF,Meal_Preparation
4727,2010-01-19 11:35:49.218001,M015,ON,Meal_Preparation
4728,2010-01-19 11:35:49.500001,M001,ON,Meal_Preparation
4729,2010-01-19 11:35:53.500001,M015,OFF,Meal_Preparation
4730,2010-01-19 11:35:53.796001,M001,OFF,Meal_Preparation
4731,2010-01-19 11:35:55.796001,M001,ON,Meal_Preparation
4732,2010-01-19 11:35:59.796001,M001,OFF,Meal_Preparation
4733,2010-01-19 11:36:01.421001,M001,ON,Meal_Preparation
4734,2010-01-19 11:36:02.734001,M015,ON,Meal_Preparation
4735,2010-01-19 11:36:05.421001,M001,OFF,Meal_Preparation
4736,2010-01-19 11:36:06.703001,M015,OFF,Meal_Preparation
4737,2010-01-19 11:36:07.421001,M001,ON,Meal_Preparation
4738,2010-01-19 11:36:11.312001,M001,OFF,Meal_Preparation
4739,2010-01-19 11:37:53.312001,M015,ON,Meal_Preparation
4740,2010-01-19 11:37:57.312001,M015,OFF,Meal_Preparation
4741,2010-01-19 11:38:00.203001,M015,ON,Meal_Preparation
4742,2010-01-19 11:38:02.500001,M001,ON,Meal_Preparation
4743,2010-01-19 11:38:04.531001,M015,OFF,Meal_Preparation
4744,2010-01-19 11:38:04.828001,D026,OPEN,Meal_Preparation
4745,2010-01-19 11:38:06.812001,M001,OFF,Meal_Preparation
4746,2010-01-19 11:38:10.109001,M001,ON,Meal_Preparation
4747,2010-01-19 11:38:14.109001,M001,OFF,Meal_Preparation
4748,2010-01-19 11:38:24.312001,M001,ON,Meal_Preparation
4749,2010-01-19 11:38:28.593001,M001,OFF,Meal_Preparation
4750,2010-01-19 11:38:29.906001,M001,ON,Meal_Preparation
4751,2010-01-19 11:38:34.187001,M001,OFF,Meal_Preparation
4752,2010-01-19 11:38:39.500001,M001,ON,Meal_Preparation
4753,2010-01-19 11:38:43.515001,M001,OFF,Meal_Preparation
4754,2010-01-19 11:38:46.109001,M001,ON,Meal_Preparation
4755,2010-01-19 11:38:50.078001,M001,OFF,Meal_Preparation
4756,2010-01-19 11:38:53.406001,M001,ON,Meal_Preparation
4757,2010-01-19 11:38:57.312001,M001,OFF,Meal_Preparation
4758,2010-01-19 11:39:02.609001,M001,ON,Meal_Preparation
4759,2010-01-19 11:39:06.609001,M001,OFF,Meal_Preparation
4760,2010-01-19 11:39:09.500001,M001,ON,Meal_Preparation
4761,2010-01-19 11:39:13.765001,M001,OFF,Meal_Preparation
4762,2010-01-19 11:39:15.796001,D026,CLOSE,Meal_Preparation
4763,2010-01-19 11:39:16.109001,M001,ON,Meal_Preparation
4764,2010-01-19 11:39:20.109001,M001,OFF,Meal_Preparation
4765,2010-01-19 11:39:22.406001,M001,ON,Meal_Preparation
4766,2010-01-19 11:39:26.000001,M001,OFF,Meal_Preparation
4767,2010-01-19 11:39:27.328001,M001,ON,Meal_Preparation
4768,2010-01-19 11:39:30.265001,M015,ON,Meal_Preparation
4769,2010-01-19 11:39:31.281001,M001,OFF,Meal_Preparation
4770,2010-01-19 11:39:34.296001,M015,OFF,Meal_Preparation
4771,2010-01-19 11:39:35.609001,M015,ON,Meal_Preparation
4772,2010-01-19 11:39:38.203001,M003,ON,Meal_Preparation
4773,2010-01-19 11:39:39.609001,M015,OFF,Meal_Preparation
4774,2010-01-19 11:39:42.500001,M003,OFF,Meal_Preparation
4775,2010-01-19 11:39:43.484001,M007,ON,Meal_Preparation
4776,2010-01-19 11:39:43.828001,M015,ON,Meal_Preparation
4777,2010-01-19 11:39:47.484001,M007,OFF,Meal_Preparation
4778,2010-01-19 11:39:47.781001,M015,OFF,Meal_Preparation
4779,2010-01-19 11:39:48.500001,M017,ON,Meal_Preparation
4780,2010-01-19 11:39:52.406001,M017,OFF,Meal_Preparation
4781,2010-01-19 11:40:01.703001,M008,ON,Meal_Preparation
4782,2010-01-19 11:40:05.968001,M008,OFF,Meal_Preparation
4783,2010-01-19 11:40:36.984001,M017,ON,Meal_Preparation
4784,2010-01-19 11:40:40.890001,M017,OFF,Meal_Preparation
4785,2010-01-19 11:40:45.203001,M007,ON,Meal_Preparation
4786,2010-01-19 11:40:46.203001,M015,ON,Meal_Preparation
4787,2010-01-19 11:40:49.203001,M007,OFF,Meal_Preparation
4788,2010-01-19 11:40:50.484001,M015,OFF,Meal_Preparation
4789,2010-01-19 11:40:51.796001,D030,CLOSE,Meal_Preparation
4790,2010-01-19 11:40:52.781001,M006,ON,Meal_Preparation
4791,2010-01-19 11:40:55.500001,M015,ON,Meal_Preparation
4792,2010-01-19 11:40:57.078001,M006,OFF,Meal_Preparation
4793,2010-01-19 11:40:58.765001,M003,ON,Meal_Preparation
4794,2010-01-19 11:40:59.718001,M015,OFF,Meal_Preparation
4795,2010-01-19 11:41:03.015001,M003,OFF,Meal_Preparation
4796,2010-01-19 11:41:03.406001,M001,ON,Meal_Preparation
4797,2010-01-19 11:41:07.296001,M001,OFF,Meal_Preparation
4798,2010-01-19 11:41:08.000001,M015,ON,Meal_Preparation
4799,2010-01-19 11:41:09.984001,M001,ON,Meal_Preparation
4800,2010-01-19 11:41:12.000001,M015,OFF,Meal_Preparation
4801,2010-01-19 11:41:13.578001,M015,ON,Meal_Preparation
4802,2010-01-19 11:41:14.296001,M001,OFF,Meal_Preparation
4803,2010-01-19 11:41:16.218001,M001,ON,Meal_Preparation
4804,2010-01-19 11:41:17.593001,M015,OFF,Meal_Preparation
4805,2010-01-19 11:41:19.515001,M015,ON,Meal_Preparation
4806,2010-01-19 11:41:20.484001,M001,OFF,Meal_Preparation
4807,2010-01-19 11:41:24.203001,M015,OFF,Meal_Preparation
4808,2010-01-19 11:41:51.203001,M015,ON,Meal_Preparation
4809,2010-01-19 11:41:52.203001,M003,ON,Meal_Preparation
4810,2010-01-19 11:41:55.203001,M015,OFF,Meal_Preparation
4811,2010-01-19 11:41:56.484001,M003,OFF,Meal_Preparation
4812,2010-01-19 11:41:58.203001,M015,ON,Meal_Preparation
4813,2010-01-19 11:41:58.515001,M003,ON,Meal_Preparation
4814,2010-01-19 11:42:02.062001,M015,OFF,Meal_Preparation
4815,2010-01-19 11:42:02.421001,M003,OFF,Meal_Preparation
4816,2010-01-19 11:42:04.093001,M015,ON,Meal_Preparation
4817,2010-01-19 11:42:08.062001,M015,OFF,Meal_Preparation
4818,2010-01-19 11:42:08.406001,M003,ON,Meal_Preparation
4819,2010-01-19 11:42:11.656001,M007,ON,Meal_Preparation
4820,2010-01-19 11:42:12.328001,M003,OFF,Meal_Preparation
4821,2010-01-19 11:42:16.000001,M007,OFF,Other_Activity
4822,2010-01-19 11:42:16.281001,M017,ON,Other_Activity
4823,2010-01-19 11:42:20.296001,M017,OFF,Other_Activity
4824,2010-01-19 11:42:21.875001,M017,ON,Other_Activity
4825,2010-01-19 11:42:23.187001,M010,ON,Other_Activity
4826,2010-01-19 11:42:26.187001,M017,OFF,Other_Activity
4827,2010-01-19 11:42:27.500001,M010,OFF,Other_Activity
4828,2010-01-19 11:42:30.796001,M010,ON,Other_Activity
4829,2010-01-19 11:42:34.796001,M010,OFF,Other_Activity
4830,2010-01-19 11:42:38.093001,M010,ON,Other_Activity
4831,2010-01-19 11:42:42.015001,M010,OFF,Other_Activity
4832,2010-01-19 11:42:44.703001,M010,ON,Other_Activity
4833,2010-01-19 11:42:48.609001,M010,OFF,Other_Activity
4834,2010-01-19 11:42:50.593001,M010,ON,Other_Activity
4835,2010-01-19 11:42:54.593001,M010,OFF,Other_Activity
4836,2010-01-19 11:43:01.203001,M010,ON,Other_Activity
4837,2010-01-19 11:43:05.484001,M010,OFF,Other_Activity
4838,2010-01-19 11:43:07.500001,M010,ON,Other_Activity
4839,2010-01-19 11:43:11.718001,M010,OFF,Other_Activity
4840,2010-01-19 11:43:28.578001,M010,ON,Other_Activity
4841,2010-01-19 11:43:33.187001,M010,OFF,Other_Activity
4842,2010-01-19 11:43:34.453001,M010,ON,Other_Activity
4843,2010-01-19 11:43:38.484001,M010,OFF,Other_Activity
4844,2010-01-19 11:43:39.500001,M017,ON,Other_Activity
4845,2010-01-19 11:43:43.093001,M009,ON,Other_Activity
4846,2010-01-19 11:43:43.765001,M017,OFF,Other_Activity
4847,2010-01-19 11:43:47.062001,M009,OFF,Other_Activity
4848,2010-01-19 11:43:47.390001,M017,ON,Other_Activity
4849,2010-01-19 11:43:50.953001,M017,OFF,Other_Activity
4850,2010-01-19 11:44:12.781001,M009,ON,Other_Activity
4851,2010-01-19 11:44:16.765001,M009,OFF,Other_Activity
4852,2010-01-19 11:44:18.093001,M009,ON,Other_Activity
4853,2010-01-19 11:44:21.984001,M009,OFF,Other_Activity
4854,2010-01-19 11:44:54.671001,M009,ON,Other_Activity
4855,2010-01-19 11:44:58.671001,M009,OFF,Other_Activity
4856,2010-01-19 11:45:06.593001,M009,ON,Other_Activity
4857,2010-01-19 11:45:11.171001,M009,OFF,Other_Activity
4858,2010-01-19 11:45:13.187001,M009,ON,Other_Activity
4859,2010-01-19 11:45:17.109001,M009,OFF,Other_Activity
4860,2010-01-19 11:45:19.046001,M009,ON,Other_Activity
4861,2010-01-19 11:45:23.390001,M009,OFF,Other_Activity
4862,2010-01-19 11:45:43.468001,M009,ON,Other_Activity
4863,2010-01-19 11:45:47.765001,M009,OFF,Other_Activity
4864,2010-01-19 11:46:06.265001,M009,ON,Other_Activity
4865,2010-01-19 11:46:10.265001,M009,OFF,Other_Activity
4866,2010-01-19 11:46:11.890001,M009,ON,Other_Activity
4867,2010-01-19 11:46:16.187001,M009,OFF,Other_Activity
4868,2010-01-19 11:46:18.187001,M009,ON,Other_Activity
4869,2010-01-19 11:46:22.187001,M009,OFF,Other_Activity
4870,2010-01-19 11:46:23.765001,M009,ON,Other_Activity
4871,2010-01-19 11:46:25.484001,M017,ON,Other_Activity
4872,2010-01-19 11:46:27.781001,M009,OFF,Other_Activity
4873,2010-01-19 11:46:29.343001,M017,OFF,Other_Activity
4874,2010-01-19 11:46:31.687001,M017,ON,Other_Activity
4875,2010-01-19 11:46:33.375001,M010,ON,Other_Activity
4876,2010-01-19 11:46:35.687001,M017,OFF,Other_Activity
4877,2010-01-19 11:46:37.281001,M010,OFF,Other_Activity
4878,2010-01-19 11:46:37.984001,M017,ON,Other_Activity
4879,2010-01-19 11:46:39.281001,M010,ON,Other_Activity
4880,2010-01-19 11:46:41.984001,M017,OFF,Other_Activity
4881,2010-01-19 11:46:43.265001,M010,OFF,Other_Activity
4882,2010-01-19 11:46:45.546001,M010,ON,Other_Activity
4883,2010-01-19 11:46:50.171001,M010,OFF,Other_Activity
4884,2010-01-19 11:47:24.500001,M010,ON,Other_Activity
4885,2010-01-19 11:47:28.484001,M010,OFF,Other_Activity
4886,2010-01-19 11:47:30.781001,M010,ON,Other_Activity
4887,2010-01-19 11:47:34.750001,M010,OFF,Other_Activity
4888,2010-01-19 11:47:39.656001,M010,ON,Other_Activity
4889,2010-01-19 11:47:43.984001,M010,OFF,Other_Activity
4890,2010-01-19 11:48:32.453001,M010,ON,Other_Activity
4891,2010-01-19 11:48:36.781001,M010,OFF,Other_Activity
4892,2010-01-19 11:48:52.968001,M010,ON,Other_Activity
4893,2010-01-19 11:48:57.281001,M010,OFF,Other_Activity
4894,2010-01-19 11:49:04.156001,M010,ON,Other_Activity
4895,2010-01-19 11:49:08.093001,M010,OFF,Other_Activity
4896,2010-01-19 11:49:14.375001,M010,ON,Other_Activity
4897,2010-01-19 11:49:18.656001,M010,OFF,Other_Activity
4898,2010-01-19 11:49:49.375001,M010,ON,Other_Activity
4899,2010-01-19 11:49:53.656001,M010,OFF,Other_Activity
4900,2010-01-19 11:50:38.578001,M010,ON,Other_Activity
4901,2010-01-19 11:50:42.875001,M010,OFF,Other_Activity
4902,2010-01-19 11:50:44.453001,M010,ON,Other_Activity
4903,2010-01-19 11:50:48.765001,M010,OFF,Other_Activity
4904,2010-01-19 11:50:52.734001,M010,ON,Other_Activity
4905,2010-01-19 11:50:56.953001,M010,OFF,Other_Activity
4906,2010-01-19 11:51:00.953001,M010,ON,Other_Activity
4907,2010-01-19 11:51:05.265001,M010,OFF,Other_Activity
4908,2010-01-19 11:51:06.890001,M010,ON,Other_Activity
4909,2010-01-19 11:51:11.156001,M010,OFF,Other_Activity
4910,2010-01-19 11:51:27.656001,M010,ON,Other_Activity
4911,2010-01-19 11:51:31.968001,M010,OFF,Other_Activity
4912,2010-01-19 12:11:17.000001,M010,ON,Other_Activity
4913,2010-01-19 12:11:20.890001,M010,OFF,Other_Activity
4914,2010-01-19 12:11:22.593001,M010,ON,Other_Activity
4915,2010-01-19 12:11:24.500001,M009,ON,Other_Activity
4916,2010-01-19 12:11:25.203001,M017,ON,Other_Activity
4917,2010-01-19 12:11:27.203001,M010,OFF,Other_Activity
4918,2010-01-19 12:11:28.781001,M009,OFF,Other_Activity
4919,2010-01-19 12:11:29.468001,M017,OFF,Other_Activity
4920,2010-01-19 12:11:40.390001,M009,ON,Other_Activity
4921,2010-01-19 12:11:40.687001,M017,ON,Other_Activity
4922,2010-01-19 12:11:42.984001,M015,ON,Other_Activity
4923,2010-01-19 12:11:44.296001,M009,OFF,Other_Activity
4924,2010-01-19 12:11:44.703001,M017,OFF,Other_Activity
4925,2010-01-19 12:11:46.703001,M009,ON,Other_Activity
4926,2010-01-19 12:11:47.000001,M015,OFF,Other_Activity
4927,2010-01-19 12:11:50.593001,M009,OFF,Other_Activity
4928,2010-01-19 12:12:07.390001,M009,ON,Other_Activity
4929,2010-01-19 12:12:11.359001,M009,OFF,Other_Activity
4930,2010-01-19 12:12:46.984001,M009,ON,Other_Activity
4931,2010-01-19 12:12:51.000001,M009,OFF,Other_Activity
4932,2010-01-19 12:12:52.703001,M009,ON,Other_Activity
4933,2010-01-19 12:12:54.562001,M017,ON,Other_Activity
4934,2010-01-19 12:12:56.593001,M009,OFF,Other_Activity
4935,2010-01-19 12:12:58.578001,M017,OFF,Other_Activity
4936,2010-01-19 12:13:00.890001,M017,ON,Other_Activity
4937,2010-01-19 12:13:05.484001,M017,OFF,Other_Activity
4938,2010-01-19 12:13:17.390001,M010,ON,Other_Activity
4939,2010-01-19 12:13:21.375001,M010,OFF,Other_Activity
4940,2010-01-19 12:13:23.281001,M010,ON,Other_Activity
4941,2010-01-19 12:13:27.296001,M010,OFF,Other_Activity
4942,2010-01-19 12:13:29.890001,M010,ON,Other_Activity
4943,2010-01-19 12:13:33.890001,M010,OFF,Other_Activity
4944,2010-01-19 12:13:37.468001,M010,ON,Other_Activity
4945,2010-01-19 12:13:40.796001,M017,ON,Other_Activity
4946,2010-01-19 12:13:41.781001,M010,OFF,Other_Activity
4947,2010-01-19 12:13:44.765001,M017,OFF,Other_Activity
4948,2010-01-19 12:13:47.093001,M007,ON,Other_Activity
4949,2010-01-19 12:13:48.796001,M015,ON,Other_Activity
4950,2010-01-19 12:13:51.093001,M003,ON,Other_Activity
4951,2010-01-19 12:13:51.671001,M007,OFF,Other_Activity
4952,2010-01-19 12:13:52.984001,M015,OFF,Other_Activity
4953,2010-01-19 12:13:54.671001,M015,ON,Other_Activity
4954,2010-01-19 12:13:55.390001,M003,OFF,Other_Activity
4955,2010-01-19 12:13:58.703001,M015,OFF,Other_Activity
4956,2010-01-19 12:14:13.500001,M015,ON,Other_Activity
4957,2010-01-19 12:14:14.171001,M001,ON,Other_Activity
4958,2010-01-19 12:14:17.093001,M003,ON,Other_Activity
4959,2010-01-19 12:14:17.500001,M015,OFF,Other_Activity
4960,2010-01-19 12:14:18.093001,M001,OFF,Other_Activity
4961,2010-01-19 12:14:19.390001,M015,ON,Other_Activity
4962,2010-01-19 12:14:21.062001,M003,OFF,Other_Activity
4963,2010-01-19 12:14:21.359001,M007,ON,Other_Activity
4964,2010-01-19 12:14:23.671001,M015,OFF,Other_Activity
4965,2010-01-19 12:14:25.093001,M007,OFF,Other_Activity
4966,2010-01-19 12:14:25.984001,M017,ON,Other_Activity
4967,2010-01-19 12:14:29.953001,M017,OFF,Other_Activity
4968,2010-01-19 12:14:30.265001,M015,ON,Other_Activity
4969,2010-01-19 12:14:31.296001,M017,ON,Other_Activity
4970,2010-01-19 12:14:33.593001,M010,ON,Other_Activity
4971,2010-01-19 12:14:34.000001,M015,OFF,Other_Activity
4972,2010-01-19 12:14:35.578001,M017,OFF,Other_Activity
4973,2010-01-19 12:14:37.562001,M010,OFF,Other_Activity
4974,2010-01-19 12:14:39.593001,M010,ON,Other_Activity
4975,2010-01-19 12:14:44.171001,M010,OFF,Other_Activity
4976,2010-01-19 12:16:16.265001,M010,ON,Other_Activity
4977,2010-01-19 12:16:20.171001,M010,OFF,Other_Activity
4978,2010-01-19 12:25:15.421001,M010,ON,Other_Activity
4979,2010-01-19 12:25:19.375001,M010,OFF,Other_Activity
4980,2010-01-19 12:25:23.062001,M010,ON,Other_Activity
4981,2010-01-19 12:25:27.359001,M010,OFF,Other_Activity
4982,2010-01-19 12:25:27.656001,M009,ON,Other_Activity
4983,2010-01-19 12:25:28.656001,M009,OFF,Other_Activity
4984,2010-01-19 12:25:28.953001,M017,ON,Other_Activity
4985,2010-01-19 12:25:29.281001,M017,OFF,Other_Activity
4986,2010-01-19 12:25:32.578001,M009,ON,Other_Activity
4987,2010-01-19 12:25:36.843001,M009,OFF,Other_Activity
4988,2010-01-19 12:25:37.250001,M017,ON,Other_Activity
4989,2010-01-19 12:25:41.562001,M017,OFF,Other_Activity
4990,2010-01-19 12:25:43.140001,M009,ON,Other_Activity
4991,2010-01-19 12:25:47.156001,M009,OFF,Other_Activity
4992,2010-01-19 12:34:49.625001,M009,ON,Other_Activity
4993,2010-01-19 12:34:53.906001,M009,OFF,Other_Activity
4994,2010-01-19 12:34:54.921001,M009,ON,Other_Activity
4995,2010-01-19 12:34:58.234001,M017,ON,Other_Activity
4996,2010-01-19 12:34:59.187001,M009,OFF,Other_Activity
4997,2010-01-19 12:35:01.531001,M009,ON,Other_Activity
4998,2010-01-19 12:35:02.531001,M017,OFF,Other_Activity
4999,2010-01-19 12:35:05.421001,M009,OFF,Other_Activity
5000,2010-01-19 12:35:05.828001,M017,ON,Other_Activity
5001,2010-01-19 12:35:09.703001,M017,OFF,Other_Activity
5002,2010-01-19 12:35:11.421001,M017,ON,Other_Activity
5003,2010-01-19 12:35:15.718001,M017,OFF,Other_Activity
5004,2010-01-19 12:35:16.343001,M010,ON,Eating
5005,2010-01-19 12:35:20.328001,M010,OFF,Eating
5006,2010-01-19 12:35:22.328001,M010,ON,Eating
5007,2010-01-19 12:35:26.203001,M010,OFF,Eating
5008,2010-01-19 12:37:20.125001,M010,ON,Eating
5009,2010-01-19 12:37:24.015001,M010,OFF,Eating
5010,2010-01-19 12:39:00.078001,M010,ON,Eating
5011,2010-01-19 12:39:04.328001,M010,OFF,Eating
5012,2010-01-19 12:39:09.015001,M010,ON,Eating
5013,2010-01-19 12:39:12.890001,M010,OFF,Eating
5014,2010-01-19 12:44:26.796001,D030,OPEN,Other_Activity
5015,2010-01-19 12:44:29.375001,M006,ON,Other_Activity
5016,2010-01-19 12:44:30.390001,M015,ON,Other_Activity
5017,2010-01-19 12:44:32.671001,M007,ON,Other_Activity
5018,2010-01-19 12:44:33.687001,M006,OFF,Other_Activity
5019,2010-01-19 12:44:33.984001,M017,ON,Other_Activity
5020,2010-01-19 12:44:34.703001,M015,OFF,Other_Activity
5021,2010-01-19 12:44:36.984001,M007,OFF,Other_Activity
5022,2010-01-19 12:44:37.281001,M009,ON,Other_Activity
5023,2010-01-19 12:44:38.000001,M017,OFF,Other_Activity
5024,2010-01-19 12:44:41.296001,M009,OFF,Other_Activity
5025,2010-01-19 12:46:28.156001,M017,ON,Other_Activity
5026,2010-01-19 12:46:28.484001,M009,ON,Other_Activity
5027,2010-01-19 12:46:32.187001,M009,OFF,Other_Activity
5028,2010-01-19 12:46:32.484001,M017,OFF,Other_Activity
5029,2010-01-19 12:46:36.078001,M017,ON,Other_Activity
5030,2010-01-19 12:46:36.375001,M010,ON,Other_Activity
5031,2010-01-19 12:46:39.375001,M007,ON,Other_Activity
5032,2010-01-19 12:46:39.671001,M015,ON,Other_Activity
5033,2010-01-19 12:46:40.093001,M017,OFF,Other_Activity
5034,2010-01-19 12:46:40.375001,M010,OFF,Other_Activity
5035,2010-01-19 12:46:42.093001,M006,ON,Other_Activity
5036,2010-01-19 12:46:43.390001,M007,OFF,Other_Activity
5037,2010-01-19 12:46:43.656001,M015,OFF,Other_Activity
5038,2010-01-19 12:46:45.687001,M006,OFF,Other_Activity
5039,2010-01-19 12:46:46.281001,D030,CLOSE,Other_Activity
5040,2010-01-19 12:46:46.984001,D030,OPEN,Other_Activity
5041,2010-01-19 12:46:49.578001,D030,CLOSE,Other_Activity
5042,2010-01-19 13:26:58.140001,M010,ON,Other_Activity
5043,2010-01-19 13:27:02.156001,M010,OFF,Other_Activity
5044,2010-01-19 13:32:49.640001,D030,OPEN,Other_Activity
5045,2010-01-19 13:32:55.234001,M006,ON,Other_Activity
5046,2010-01-19 13:32:56.812001,M015,ON,Other_Activity
5047,2010-01-19 13:32:59.109001,M007,ON,Other_Activity
5048,2010-01-19 13:32:59.531001,M006,OFF,Other_Activity
5049,2010-01-19 13:33:01.125001,M015,OFF,Other_Activity
5050,2010-01-19 13:33:01.421001,M017,ON,Other_Activity
5051,2010-01-19 13:33:03.421001,M007,OFF,Other_Activity
5052,2010-01-19 13:33:03.828001,M009,ON,Other_Activity
5053,2010-01-19 13:33:05.734001,M017,OFF,Other_Activity
5054,2010-01-19 13:33:07.718001,M009,OFF,Other_Activity
5055,2010-01-19 13:33:13.312001,M017,ON,Other_Activity
5056,2010-01-19 13:33:17.328001,M017,OFF,Other_Activity
5057,2010-01-19 13:33:32.109001,M017,ON,Other_Activity
5058,2010-01-19 13:33:36.109001,M017,OFF,Other_Activity
5059,2010-01-19 13:33:49.609001,M017,ON,Other_Activity
5060,2010-01-19 13:33:53.625001,M017,OFF,Other_Activity
5061,2010-01-19 13:33:59.937001,M017,ON,Other_Activity
5062,2010-01-19 13:34:04.187001,M017,OFF,Other_Activity
5063,2010-01-19 13:34:42.109001,M017,ON,Other_Activity
5064,2010-01-19 13:34:46.125001,M017,OFF,Other_Activity
5065,2010-01-19 13:36:38.921001,M017,ON,Other_Activity
5066,2010-01-19 13:36:41.921001,M007,ON,Other_Activity
5067,2010-01-19 13:36:42.906001,M015,ON,Other_Activity
5068,2010-01-19 13:36:43.203001,M017,OFF,Other_Activity
5069,2010-01-19 13:36:45.500001,M006,ON,Other_Activity
5070,2010-01-19 13:36:45.843001,M007,OFF,Other_Activity
5071,2010-01-19 13:36:46.812001,M015,OFF,Other_Activity
5072,2010-01-19 13:36:49.500001,M006,OFF,Other_Activity
5073,2010-01-19 13:36:50.515001,M015,ON,Other_Activity
5074,2010-01-19 13:36:51.515001,M006,ON,Other_Activity
5075,2010-01-19 13:36:54.125001,D030,CLOSE,Other_Activity
5076,2010-01-19 13:36:54.828001,M015,OFF,Other_Activity
5077,2010-01-19 13:36:55.421001,M006,OFF,Other_Activity
5078,2010-01-19 13:37:17.515001,M010,ON,Other_Activity
5079,2010-01-19 13:37:21.500001,M010,OFF,Other_Activity
5080,2010-01-19 13:41:06.890001,M010,ON,Other_Activity
5081,2010-01-19 13:41:11.203001,M010,OFF,Other_Activity
5082,2010-01-19 13:46:28.281001,M010,ON,Other_Activity
5083,2010-01-19 13:46:32.296001,M010,OFF,Other_Activity
5084,2010-01-19 13:50:27.500001,M010,ON,Other_Activity
5085,2010-01-19 13:50:32.171001,M010,OFF,Other_Activity
5086,2010-01-19 13:51:56.265001,M010,ON,Other_Activity
5087,2010-01-19 13:52:00.265001,M010,OFF,Other_Activity
5088,2010-01-19 13:52:03.859001,M010,ON,Other_Activity
5089,2010-01-19 13:52:07.875001,M010,OFF,Other_Activity
5090,2010-01-19 13:52:10.171001,M010,ON,Other_Activity
5091,2010-01-19 13:52:14.062001,M010,OFF,Other_Activity
5092,2010-01-19 13:52:17.046001,M017,ON,Other_Activity
5093,2010-01-19 13:52:21.062001,M017,OFF,Other_Activity
5094,2010-01-19 13:52:27.968001,M008,ON,Other_Activity
5095,2010-01-19 13:52:31.968001,M008,OFF,Other_Activity
5096,2010-01-19 13:52:32.265001,M004,ON,Personal_Hygiene
5097,2010-01-19 13:52:35.828001,M004,OFF,Personal_Hygiene
5098,2010-01-19 13:52:38.828001,M004,ON,Personal_Hygiene
5099,2010-01-19 13:52:43.171001,M004,OFF,Personal_Hygiene
5100,2010-01-19 13:52:43.453001,M016,ON,Personal_Hygiene
5101,2010-01-19 13:52:47.062001,M004,ON,Personal_Hygiene
5102,2010-01-19 13:52:47.468001,M016,OFF,Personal_Hygiene
5103,2010-01-19 13:52:51.062001,M004,OFF,Personal_Hygiene
5104,2010-01-19 13:52:55.031001,M004,ON,Personal_Hygiene
5105,2010-01-19 13:52:58.968001,M004,OFF,Personal_Hygiene
5106,2010-01-19 13:53:01.265001,M004,ON,Personal_Hygiene
5107,2010-01-19 13:53:05.265001,M004,OFF,Personal_Hygiene
5108,2010-01-19 13:53:35.265001,M004,ON,Personal_Hygiene
5109,2010-01-19 13:53:39.546001,M004,OFF,Personal_Hygiene
5110,2010-01-19 13:54:49.156001,M004,ON,Personal_Hygiene
5111,2010-01-19 13:54:53.156001,M004,OFF,Personal_Hygiene
5112,2010-01-19 13:55:02.765001,M004,ON,Personal_Hygiene
5113,2010-01-19 13:55:06.656001,M004,OFF,Personal_Hygiene
5114,2010-01-19 13:55:15.546001,M016,ON,Personal_Hygiene
5115,2010-01-19 13:55:19.562001,M016,OFF,Personal_Hygiene
5116,2010-01-19 13:55:33.765001,M004,ON,Personal_Hygiene
5117,2010-01-19 13:55:36.359001,M016,ON,Personal_Hygiene
5118,2010-01-19 13:55:37.687001,M004,OFF,Personal_Hygiene
5119,2010-01-19 13:55:40.359001,M016,OFF,Personal_Hygiene
5120,2010-01-19 13:55:50.546001,M004,ON,Personal_Hygiene
5121,2010-01-19 13:55:54.562001,M004,OFF,Personal_Hygiene
5122,2010-01-19 13:55:56.859001,M004,ON,Personal_Hygiene
5123,2010-01-19 13:56:01.156001,M004,OFF,Personal_Hygiene
5124,2010-01-19 13:56:03.156001,M004,ON,Personal_Hygiene
5125,2010-01-19 13:56:05.031001,M008,ON,Personal_Hygiene
5126,2010-01-19 13:56:07.046001,M004,OFF,Personal_Hygiene
5127,2010-01-19 13:56:09.031001,M008,OFF,Other_Activity
5128,2010-01-19 13:56:11.062001,M008,ON,Other_Activity
5129,2010-01-19 13:56:14.937001,M008,OFF,Other_Activity
5130,2010-01-19 13:56:26.234001,M017,ON,Other_Activity
5131,2010-01-19 13:56:30.140001,M017,OFF,Other_Activity
5132,2010-01-19 13:56:56.250001,M017,ON,Other_Activity
5133,2010-01-19 13:57:00.140001,M017,OFF,Other_Activity
5134,2010-01-19 13:57:06.156001,M007,ON,Other_Activity
5135,2010-01-19 13:57:09.750001,M015,ON,Other_Activity
5136,2010-01-19 13:57:10.109001,M007,OFF,Other_Activity
5137,2010-01-19 13:57:13.343001,M003,ON,Other_Activity
5138,2010-01-19 13:57:13.750001,M015,OFF,Other_Activity
